5,1,4,Bot 1,3,c,300,150,18950,1200,0,0,0,0,0,0,0,0,0,0,7,4,9,4
5,1,5,Bot 1,3,r,1800,150,17150,3000,0,0,0,0,0,0,0,0,0,0,7,4,9,4
5,1,5,Bot 2,1,f,1800,150,19850,3000,0,0,0,0,0,0,0,0,0,0,2,4,12,3
6,0,0,Bot 1,3,b,150,150,20000,150,0,0,0,0,0,0,0,0,0,0,7,4,9,4
6,0,1,Bot 2,1,b,300,150,19550,450,0,0,0,0,0,0,0,0,0,0,2,4,12,3
6,1,2,Bot 1,3,c,150,150,19850,600,0,0,0,0,0,0,0,0,0,0,9,2,4,2
6,1,3,Bot 1,3,r,900,150,18950,1500,0,0,0,0,0,0,0,0,0,0,9,2,4,2
6,1,3,Bot 2,1,f,900,150,19550,1500,0,0,0,0,0,0,0,0,0,0,10,1,3,2
7,0,0,Bot 2,1,b,150,150,19400,150,0,0,0,0,0,0,0,0,0,0,10,1,3,2
7,0,1,Bot 1,3,b,300,150,20150,450,0,0,0,0,0,0,0,0,0,0,9,2,4,2
7,1,2,Bot 2,1,c,150,150,19250,600,0,0,0,0,0,0,0,0,0,0,3,4,11,3
7,1,3,Bot 2,1,r,300,150,18950,900,0,0,0,0,0,0,0,0,0,0,3,4,11,3
7,1,4,Bot 1,3,c,300,150,19850,1200,0,0,0,0,0,0,0,0,0,0,6,3,10,4
7,1,5,Bot 1,3,r,1800,150,18050,3000,0,0,0,0,0,0,0,0,0,0,6,3,10,4
7,1,5,Bot 2,1,f,1800,150,18950,3000,0,0,0,0,0,0,0,0,0,0,3,4,11,3
8,0,0,Bot 1,3,b,150,150,20900,150,0,0,0,0,0,0,0,0,0,0,6,3,10,4
8,0,1,Bot 2,1,b,300,150,18650,450,0,0,0,0,0,0,0,0,0,0,3,4,11,3
8,1,2,Bot 1,3,c,150,150,20750,600,0,0,0,0,0,0,0,0,0,0,13,3,11,2
8,1,3,Bot 1,3,r,630,150,20120,1230,0,0,0,0,0,0,0,0,0,0,13,3,11,2
8,1,3,Bot 2,1,f,630,150,18650,1230,0,0,0,0,0,0,0,0,0,0,5,1,3,4
9,0,0,Bot 2,1,b,150,150,18500,150,0,0,0,0,0,0,0,0,0,0,5,1,3,4
9,0,1,Bot 1,3,b,300,150,21050,450,0,0,0,0,0,0,0,0,0,0,13,3,11,2
9,1,2,Bot 2,1,c,150,150,18350,600,0,0,0,0,0,0,0,0,0,0,6,3,6,2
9,1,3,Bot 2,1,r,300,150,18050,900,0,0,0,0,0,0,0,0,0,0,6,3,6,2
9,1,4,Bot 1,3,c,300,150,20750,1200,0,0,0,0,0,0,0,0,0,0,13,3,9,1
9,1,5,Bot 1,3,r,1800,150,18950,3000,0,0,0,0,0,0,0,0,0,0,13,3,9,1
9,1,5,Bot 2,1,f,1800,150,18050,3000,0,0,0,0,0,0,0,0,0,0,6,3,6,2
10,0,0,Bot 1,3,b,150,150,21800,150,0,0,0,0,0,0,0,0,0,0,13,3,9,1
10,0,1,Bot 2,1,b,300,150,17750,450,0,0,0,0,0,0,0,0,0,0,6,3,6,2
10,1,2,Bot 1,3,c,150,150,21650,600,0,0,0,0,0,0,0,0,0,0,5,4,9,3
10,1,3,Bot 1,3,r,900,150,20750,1500,0,0,0,0,0,0,0,0,0,0,5,4,9,3
10,1,3,Bot 2,1,f,900,150,17750,1500,0,0,0,0,0,0,0,0,0,0,8,2,7,1
11,0,0,Bot 2,1,b,150,150,17600,150,0,0,0,0,0,0,0,0,0,0,8,2,7,1
11,0,1,Bot 1,3,b,300,150,21950,450,0,0,0,0,0,0,0,0,0,0,5,4,9,3
11,1,2,Bot 2,1,c,150,150,17450,600,0,0,0,0,0,0,0,0,0,0,3,2,8,4
11,1,3,Bot 2,1,r,300,150,17150,900,0,0,0,0,0,0,0,0,0,0,3,2,8,4
11,1,3,Bot 1,3,f,300,150,21950,900,0,0,0,0,0,0,0,0,0,0,7,1,4,1
12,0,0,Bot 1,3,b,150,150,21800,150,0,0,0,0,0,0,0,0,0,0,7,1,4,1
12,0,1,Bot 2,1,b,300,150,17750,450,0,0,0,0,0,0,0,0,0,0,3,2,8,4
12,1,2,Bot 1,3,c,150,150,21650,600,0,0,0,0,0,0,0,0,0,0,7,3,11,3
12,1,3,Bot 1,3,r,900,150,20750,1500,0,0,0,0,0,0,0,0,0,0,7,3,11,3
12,1,3,Bot 2,1,f,900,150,17750,1500,0,0,0,0,0,0,0,0,0,0,8,2,6,2
13,0,0,Bot 2,1,b,150,150,17600,150,0,0,0,0,0,0,0,0,0,0,8,2,6,2
13,0,1,Bot 1,3,b,300,150,21950,450,0,0,0,0,0,0,0,0,0,0,7,3,11,3
13,1,2,Bot 2,1,c,150,150,17450,600,0,0,0,0,0,0,0,0,0,0,3,3,6,4
13,1,3,Bot 2,1,r,300,150,17150,900,0,0,0,0,0,0,0,0,0,0,3,3,6,4
13,1,4,Bot 1,3,c,300,150,21650,1200,0,0,0,0,0,0,0,0,0,0,11,3,5,2
13,1,5,Bot 1,3,r,1800,150,19850,3000,0,0,0,0,0,0,0,0,0,0,11,3,5,2
13,1,5,Bot 2,1,f,1800,150,17150,3000,0,0,0,0,0,0,0,0,0,0,3,3,6,4
14,0,0,Bot 1,3,b,150,150,22700,150,0,0,0,0,0,0,0,0,0,0,11,3,5,2
14,0,1,Bot 2,1,b,300,150,16850,450,0,0,0,0,0,0,0,0,0,0,3,3,6,4
14,1,2,Bot 1,3,c,150,150,22550,600,0,0,0,0,0,0,0,0,0,0,12,3,8,3
14,1,3,Bot 1,3,r,900,150,21650,1500,0,0,0,0,0,0,0,0,0,0,12,3,8,3
14,1,3,Bot 2,1,f,900,150,16850,1500,0,0,0,0,0,0,0,0,0,0,2,2,7,1
15,0,0,Bot 2,1,b,150,150,16700,150,0,0,0,0,0,0,0,0,0,0,2,2,7,1
15,0,1,Bot 1,3,b,300,150,22850,450,0,0,0,0,0,0,0,0,0,0,12,3,8,3
15,1,2,Bot 2,1,c,150,150,16550,600,0,0,0,0,0,0,0,0,0,0,7,4,2,4
15,1,3,Bot 2,1,r,300,150,16250,900,0,0,0,0,0,0,0,0,0,0,7,4,2,4
15,1,4,Bot 1,3,c,300,150,22550,1200,0,0,0,0,0,0,0,0,0,0,12,4,10,4
15,1,5,Bot 1,3,r,1800,150,20750,3000,0,0,0,0,0,0,0,0,0,0,12,4,10,4
15,1,5,Bot 2,1,f,1800,150,16250,3000,0,0,0,0,0,0,0,0,0,0,7,4,2,4
16,0,0,Bot 1,3,b,150,150,23600,150,0,0,0,0,0,0,0,0,0,0,12,4,10,4
16,0,1,Bot 2,1,b,300,150,15950,450,0,0,0,0,0,0,0,0,0,0,7,4,2,4
16,1,2,Bot 1,3,c,150,150,23450,600,0,0,0,0,0,0,0,0,0,0,5,4,8,4
16,1,3,Bot 1,3,r,900,150,22550,1500,0,0,0,0,0,0,0,0,0,0,5,4,8,4
16,1,4,Bot 2,1,c,900,150,15050,2400,0,0,0,0,0,0,0,0,0,0,13,4,3,2
16,2,4,Bot 2,1,k,0,150,15050,2400,5,3,3,1,6,4,0,0,0,0,13,4,3,2
16,2,4,Bot 1,3,k,0,150,22550,2400,5,3,3,1,6,4,0,0,0,0,5,4,8,4
16,3,4,Bot 2,1,k,0,150,15050,2400,5,3,3,1,6,4,11,2,0,0,13,4,3,2
16,3,4,Bot 1,3,k,0,150,22550,2400,5,3,3,1,6,4,11,2,0,0,5,4,8,4
16,4,4,Bot 2,1,k,0,150,15050,2400,5,3,3,1,6,4,11,2,14,2,13,4,3,2
16,4,4,Bot 1,3,k,0,150,22550,2400,5,3,3,1,6,4,11,2,14,2,5,4,8,4
17,0,0,Bot 2,1,b,150,150,14900,150,0,0,0,0,0,0,0,0,0,0,13,4,3,2
17,0,1,Bot 1,3,b,300,150,24650,450,0,0,0,0,0,0,0,0,0,0,5,4,8,4
17,1,2,Bot 2,1,c,150,150,14750,600,0,0,0,0,0,0,0,0,0,0,14,3,7,2
17,1,3,Bot 2,1,r,675,150,14075,1275,0,0,0,0,0,0,0,0,0,0,14,3,7,2
17,1,3,Bot 1,3,f,675,150,24650,1275,0,0,0,0,0,0,0,0,0,0,11,4,7,4
18,0,0,Bot 1,3,b,150,150,24500,150,0,0,0,0,0,0,0,0,0,0,11,4,7,4
18,0,1,Bot 2,1,b,300,150,15050,450,0,0,0,0,0,0,0,0,0,0,14,3,7,2
18,1,2,Bot 1,3,c,150,150,24350,600,0,0,0,0,0,0,0,0,0,0,10,2,6,3
18,1,3,Bot 1,3,r,900,150,23450,1500,0,0,0,0,0,0,0,0,0,0,10,2,6,3
18,1,4,Bot 2,1,c,900,150,14150,2400,0,0,0,0,0,0,0,0,0,0,10,4,7,3
18,2,4,Bot 2,1,k,0,150,14150,2400,4,2,5,4,13,2,0,0,0,0,10,4,7,3
18,2,4,Bot 1,3,k,0,150,23450,2400,4,2,5,4,13,2,0,0,0,0,10,2,6,3
18,3,4,Bot 2,1,k,0,150,14150,2400,4,2,5,4,13,2,6,4,0,0,10,4,7,3
18,3,4,Bot 1,3,k,0,150,23450,2400,4,2,5,4,13,2,6,4,0,0,10,2,6,3
18,4,4,Bot 2,1,k,0,150,14150,2400,4,2,5,4,13,2,6,4,4,4,10,4,7,3
18,4,4,Bot 1,3,k,0,150,23450,2400,4,2,5,4,13,2,6,4,4,4,10,2,6,3
19,0,0,Bot 2,1,b,150,150,14000,150,0,0,0,0,0,0,0,0,0,0,10,4,7,3
19,0,1,Bot 1,3,b,300,150,25550,450,0,0,0,0,0,0,0,0,0,0,10,2,6,3
19,1,2,Bot 2,1,c,150,150,13850,600,0,0,0,0,0,0,0,0,0,0,6,2,12,2
19,1,3,Bot 2,1,r,675,150,13175,1275,0,0,0,0,0,0,0,0,0,0,6,2,12,2
19,1,3,Bot 1,3,f,675,150,25550,1275,0,0,0,0,0,0,0,0,0,0,4,2,14,4
20,0,0,Bot 1,3,b,150,150,25400,150,0,0,0,0,0,0,0,0,0,0,4,2,14,4
20,0,1,Bot 2,1,b,300,150,14150,450,0,0,0,0,0,0,0,0,0,0,6,2,12,2
20,1,2,Bot 1,3,c,150,150,25250,600,0,0,0,0,0,0,0,0,0,0,2,1,13,3
20,1,3,Bot 1,3,r,900,150,24350,1500,0,0,0,0,0,0,0,0,0,0,2,1,13,3
20,1,3,Bot 2,1,f,900,150,14150,1500,0,0,0,0,0,0,0,0,0,0,7,1,3,1
21,0,0,Bot 2,1,b,200,200,13950,200,0,0,0,0,0,0,0,0,0,0,7,1,3,1
21,0,1,Bot 1,3,b,400,200,25450,600,0,0,0,0,0,0,0,0,0,0,2,1,13,3
21,1,2,Bot 2,1,c,200,200,13750,800,0,0,0,0,0,0,0,0,0,0,5,4,13,2
21,1,3,Bot 2,1,r,900,200,12850,1700,0,0,0,0,0,0,0,0,0,0,5,4,13,2
21,1,3,Bot 1,3,f,900,200,25450,1700,0,0,0,0,0,0,0,0,0,0,13,3,6,2
22,0,0,Bot 1,3,b,200,200,25250,200,0,0,0,0,0,0,0,0,0,0,13,3,6,2
22,0,1,Bot 2,1,b,400,200,14150,600,0,0,0,0,0,0,0,0,0,0,5,4,13,2
22,1,2,Bot 1,3,c,200,200,25050,800,0,0,0,0,0,0,0,0,0,0,12,3,8,3
22,1,3,Bot 1,3,r,1200,200,23850,2000,0,0,0,0,0,0,0,0,0,0,12,3,8,3
22,1,4,Bot 2,1,c,1200,200,12950,3200,0,0,0,0,0,0,0,0,0,0,9,4,8,2
22,2,4,Bot 2,1,k,0,200,12950,3200,11,3,12,4,8,4,0,0,0,0,9,4,8,2
22,2,4,Bot 1,3,k,0,200,23850,3200,11,3,12,4,8,4,0,0,0,0,12,3,8,3
22,3,4,Bot 2,1,k,0,200,12950,3200,11,3,12,4,8,4,4,1,0,0,9,4,8,2
22,3,4,Bot 1,3,k,0,200,23850,3200,11,3,12,4,8,4,4,1,0,0,12,3,8,3
22,4,5,Bot 2,1,b,9600,200,3350,12800,11,3,12,4,8,4,4,1,12,1,9,4,8,2
22,4,6,Bot 1,3,c,9600,200,14250,22400,11,3,12,4,8,4,4,1,12,1,12,3,8,3
22,4,7,Bot 1,3,r,577,200,13673,22977,11,3,12,4,8,4,4,1,12,1,12,3,8,3
22,4,8,Bot 2,1,c,577,200,2773,23554,11,3,12,4,8,4,4,1,12,1,9,4,8,2
22,4,9,Bot 2,1,r,2773,200,0,26327,11,3,12,4,8,4,4,1,12,1,9,4,8,2
22,4,10,Bot 1,3,c,2773,200,10900,29100,11,3,12,4,8,4,4,1,12,1,12,3,8,3
1,0,0,Bot 2,1,b,150,150,19850,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,Bot 1,1,b,300,150,19700,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,Bot 2,1,c,150,150,19700,600,0,0,0,0,0,0,0,0,0,0,3,3,4,2
1,1,3,Bot 2,1,r,300,150,19400,900,0,0,0,0,0,0,0,0,0,0,3,3,4,2
1,1,4,Bot 1,1,c,300,150,19400,1200,0,0,0,0,0,0,0,0,0,0,11,2,10,4
1,1,5,Bot 1,1,r,1350,150,18050,2550,0,0,0,0,0,0,0,0,0,0,11,2,10,4
1,1,5,Bot 2,1,f,1350,150,19400,2550,0,0,0,0,0,0,0,0,0,0,3,3,4,2
2,0,0,Bot 1,1,b,150,150,20450,150,0,0,0,0,0,0,0,0,0,0,11,2,10,4
2,0,1,Bot 2,1,b,300,150,19100,450,0,0,0,0,0,0,0,0,0,0,3,3,4,2
2,1,2,Bot 1,1,c,150,150,20300,600,0,0,0,0,0,0,0,0,0,0,8,3,14,3
2,1,3,Bot 1,1,r,675,150,19625,1275,0,0,0,0,0,0,0,0,0,0,8,3,14,3
2,1,4,Bot 2,1,c,675,150,18425,1950,0,0,0,0,0,0,0,0,0,0,4,1,12,3
2,2,4,Bot 2,1,k,0,150,18425,1950,5,2,8,1,6,1,0,0,0,0,4,1,12,3
2,2,4,Bot 1,1,k,0,150,19625,1950,5,2,8,1,6,1,0,0,0,0,8,3,14,3
2,3,5,Bot 2,1,b,18425,150,0,20375,5,2,8,1,6,1,7,4,0,0,4,1,12,3
2,3,5,Bot 1,1,f,18425,150,19625,20375,5,2,8,1,6,1,7,4,0,0,8,3,14,3
3,0,0,Bot 2,1,b,150,150,20225,150,0,0,0,0,0,0,0,0,0,0,4,1,12,3
3,0,1,Bot 1,1,b,300,150,19325,450,0,0,0,0,0,0,0,0,0,0,8,3,14,3
3,1,2,Bot 2,1,c,150,150,20075,600,0,0,0,0,0,0,0,0,0,0,6,1,5,3
3,1,3,Bot 2,1,r,300,150,19775,900,0,0,0,0,0,0,0,0,0,0,6,1,5,3
3,1,4,Bot 1,1,c,300,150,19025,1200,0,0,0,0,0,0,0,0,0,0,11,1,14,3
3,1,5,Bot 1,1,r,19025,150,0,20225,0,0,0,0,0,0,0,0,0,0,11,1,14,3
3,1,5,Bot 2,1,f,19025,150,19775,20225,0,0,0,0,0,0,0,0,0,0,6,1,5,3
4,0,0,Bot 1,1,b,150,150,20075,150,0,0,0,0,0,0,0,0,0,0,11,1,14,3
4,0,1,Bot 2,1,b,300,150,19475,450,0,0,0,0,0,0,0,0,0,0,6,1,5,3
4,1,2,Bot 1,1,c,150,150,19925,600,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,3,Bot 1,1,r,300,150,19625,900,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,4,Bot 2,1,c,300,150,19175,1200,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,5,Bot 2,1,r,600,150,18575,1800,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,6,Bot 1,1,c,600,150,19025,2400,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,7,Bot 1,1,r,1200,150,17825,3600,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,8,Bot 2,1,c,1200,150,17375,4800,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,9,Bot 2,1,r,2400,150,14975,7200,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,10,Bot 1,1,c,2400,150,15425,9600,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,11,Bot 1,1,r,4800,150,10625,14400,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,12,Bot 2,1,c,4800,150,10175,19200,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,13,Bot 2,1,r,9600,150,575,28800,0,0,0,0,0,0,0,0,0,0,2,2,12,1
4,1,14,Bot 1,1,c,9600,150,1025,38400,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,15,Bot 1,1,r,575,150,450,38975,0,0,0,0,0,0,0,0,0,0,8,2,3,3
4,1,16,Bot 2,1,c,575,150,0,39550,0,0,0,0,0,0,0,0,0,0,2,2,12,1
1,0,0,Bot 2,1,b,150,150,19850,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,Bot 1,2,b,300,150,19700,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,Bot 2,1,c,150,150,19700,600,0,0,0,0,0,0,0,0,0,0,2,1,14,2
1,1,3,Bot 2,1,r,675,150,19025,1275,0,0,0,0,0,0,0,0,0,0,2,1,14,2
1,1,4,Bot 1,2,c,675,150,19025,1950,0,0,0,0,0,0,0,0,0,0,12,3,5,3
1,1,5,Bot 1,2,r,2563,150,16462,4513,0,0,0,0,0,0,0,0,0,0,12,3,5,3
1,1,6,Bot 2,1,c,2563,150,16462,7076,0,0,0,0,0,0,0,0,0,0,2,1,14,2
1,2,7,Bot 1,2,b,7076,150,9386,14152,13,1,11,3,5,1,0,0,0,0,12,3,5,3
1,2,7,Bot 2,1,f,7076,150,16462,14152,13,1,11,3,5,1,0,0,0,0,2,1,14,2
2,0,0,Bot 1,2,b,150,150,23388,150,0,0,0,0,0,0,0,0,0,0,12,3,5,3
2,0,1,Bot 2,1,b,300,150,16162,450,0,0,0,0,0,0,0,0,0,0,2,1,14,2
2,1,2,Bot 1,2,c,150,150,23238,600,0,0,0,0,0,0,0,0,0,0,8,3,11,3
2,1,3,Bot 1,2,r,1324,150,21914,1924,0,0,0,0,0,0,0,0,0,0,8,3,11,3
2,1,3,Bot 2,1,f,1324,150,16162,1924,0,0,0,0,0,0,0,0,0,0,14,3,5,3
3,0,0,Bot 2,1,b,150,150,16012,150,0,0,0,0,0,0,0,0,0,0,14,3,5,3
3,0,1,Bot 1,2,b,300,150,23538,450,0,0,0,0,0,0,0,0,0,0,8,3,11,3
3,1,2,Bot 2,1,c,150,150,15862,600,0,0,0,0,0,0,0,0,0,0,2,2,11,1
3,1,3,Bot 2,1,r,300,150,15562,900,0,0,0,0,0,0,0,0,0,0,2,2,11,1
3,1,4,Bot 1,2,c,300,150,23238,1200,0,0,0,0,0,0,0,0,0,0,12,2,14,4
3,1,5,Bot 1,2,r,15562,150,7676,16762,0,0,0,0,0,0,0,0,0,0,12,2,14,4
3,1,5,Bot 2,1,f,15562,150,15562,16762,0,0,0,0,0,0,0,0,0,0,2,2,11,1
4,0,0,Bot 1,2,b,150,150,24288,150,0,0,0,0,0,0,0,0,0,0,12,2,14,4
4,0,1,Bot 2,1,b,300,150,15262,450,0,0,0,0,0,0,0,0,0,0,2,2,11,1
4,1,2,Bot 1,2,c,150,150,24138,600,0,0,0,0,0,0,0,0,0,0,5,1,2,2
4,2,2,Bot 2,1,k,0,150,15262,600,13,1,7,1,6,2,0,0,0,0,3,4,14,3
4,2,3,Bot 1,2,b,600,150,23538,1200,13,1,7,1,6,2,0,0,0,0,5,1,2,2
4,2,3,Bot 2,1,f,600,150,15262,1200,13,1,7,1,6,2,0,0,0,0,3,4,14,3
5,0,0,Bot 2,1,b,150,150,15112,150,0,0,0,0,0,0,0,0,0,0,3,4,14,3
5,0,1,Bot 1,2,b,300,150,24438,450,0,0,0,0,0,0,0,0,0,0,5,1,2,2
5,1,2,Bot 2,1,c,150,150,14962,600,0,0,0,0,0,0,0,0,0,0,9,3,10,3
5,1,3,Bot 2,1,r,675,150,14287,1275,0,0,0,0,0,0,0,0,0,0,9,3,10,3
5,1,3,Bot 1,2,f,675,150,24438,1275,0,0,0,0,0,0,0,0,0,0,12,2,2,3
6,0,0,Bot 1,2,b,150,150,24288,150,0,0,0,0,0,0,0,0,0,0,12,2,2,3
6,0,1,Bot 2,1,b,300,150,15262,450,0,0,0,0,0,0,0,0,0,0,9,3,10,3
6,1,2,Bot 1,2,c,150,150,24138,600,0,0,0,0,0,0,0,0,0,0,4,3,7,1
6,2,2,Bot 2,1,k,0,150,15262,600,9,4,13,3,12,3,0,0,0,0,5,2,10,3
6,2,3,Bot 1,2,b,600,150,23538,1200,9,4,13,3,12,3,0,0,0,0,4,3,7,1
6,2,3,Bot 2,1,f,600,150,15262,1200,9,4,13,3,12,3,0,0,0,0,5,2,10,3
7,0,0,Bot 2,1,b,150,150,15112,150,0,0,0,0,0,0,0,0,0,0,5,2,10,3
7,0,1,Bot 1,2,b,300,150,24438,450,0,0,0,0,0,0,0,0,0,0,4,3,7,1
7,1,2,Bot 2,1,c,150,150,14962,600,0,0,0,0,0,0,0,0,0,0,11,1,6,3
7,1,3,Bot 2,1,r,675,150,14287,1275,0,0,0,0,0,0,0,0,0,0,11,1,6,3
7,1,3,Bot 1,2,f,675,150,24438,1275,0,0,0,0,0,0,0,0,0,0,5,4,8,3
8,0,0,Bot 1,2,b,150,150,24288,150,0,0,0,0,0,0,0,0,0,0,5,4,8,3
8,0,1,Bot 2,1,b,300,150,15262,450,0,0,0,0,0,0,0,0,0,0,11,1,6,3
8,1,2,Bot 1,2,c,150,150,24138,600,0,0,0,0,0,0,0,0,0,0,14,1,5,2
8,1,3,Bot 1,2,r,1324,150,22814,1924,0,0,0,0,0,0,0,0,0,0,14,1,5,2
8,1,3,Bot 2,1,f,1324,150,15262,1924,0,0,0,0,0,0,0,0,0,0,7,1,11,3
9,0,0,Bot 2,1,b,150,150,15112,150,0,0,0,0,0,0,0,0,0,0,7,1,11,3
9,0,1,Bot 1,2,b,300,150,24438,450,0,0,0,0,0,0,0,0,0,0,14,1,5,2
9,1,2,Bot 2,1,c,150,150,14962,600,0,0,0,0,0,0,0,0,0,0,6,1,8,2
9,1,3,Bot 2,1,r,300,150,14662,900,0,0,0,0,0,0,0,0,0,0,6,1,8,2
9,1,4,Bot 1,2,c,300,150,24138,1200,0,0,0,0,0,0,0,0,0,0,10,3,12,4
9,1,5,Bot 1,2,r,5731,150,18407,6931,0,0,0,0,0,0,0,0,0,0,10,3,12,4
9,1,5,Bot 2,1,f,5731,150,14662,6931,0,0,0,0,0,0,0,0,0,0,6,1,8,2
10,0,0,Bot 1,2,b,150,150,25188,150,0,0,0,0,0,0,0,0,0,0,10,3,12,4
10,0,1,Bot 2,1,b,300,150,14362,450,0,0,0,0,0,0,0,0,0,0,6,1,8,2
10,1,2,Bot 1,2,c,150,150,25038,600,0,0,0,0,0,0,0,0,0,0,2,4,2,1
10,2,2,Bot 2,1,k,0,150,14362,600,11,3,13,2,2,2,0,0,0,0,12,3,3,1
10,2,3,Bot 1,2,b,14362,150,10676,14962,11,3,13,2,2,2,0,0,0,0,2,4,2,1
10,2,3,Bot 2,1,f,14362,150,14362,14962,11,3,13,2,2,2,0,0,0,0,12,3,3,1
11,0,0,Bot 2,1,b,150,150,14212,150,0,0,0,0,0,0,0,0,0,0,12,3,3,1
11,0,1,Bot 1,2,b,300,150,25338,450,0,0,0,0,0,0,0,0,0,0,2,4,2,1
11,1,2,Bot 2,1,c,150,150,14062,600,0,0,0,0,0,0,0,0,0,0,8,3,3,4
11,1,3,Bot 2,1,r,300,150,13762,900,0,0,0,0,0,0,0,0,0,0,8,3,3,4
11,1,4,Bot 1,2,c,300,150,25038,1200,0,0,0,0,0,0,0,0,0,0,9,3,12,3
11,1,5,Bot 1,2,r,4242,150,20796,5442,0,0,0,0,0,0,0,0,0,0,9,3,12,3
11,1,5,Bot 2,1,f,4242,150,13762,5442,0,0,0,0,0,0,0,0,0,0,8,3,3,4
12,0,0,Bot 1,2,b,150,150,26088,150,0,0,0,0,0,0,0,0,0,0,9,3,12,3
12,0,1,Bot 2,1,b,300,150,13462,450,0,0,0,0,0,0,0,0,0,0,8,3,3,4
12,1,2,Bot 1,2,c,150,150,25938,600,0,0,0,0,0,0,0,0,0,0,3,3,4,3
12,2,2,Bot 2,1,k,0,150,13462,600,10,4,4,2,13,2,0,0,0,0,12,2,9,2
12,2,3,Bot 1,2,b,600,150,25338,1200,10,4,4,2,13,2,0,0,0,0,3,3,4,3
12,2,3,Bot 2,1,f,600,150,13462,1200,10,4,4,2,13,2,0,0,0,0,12,2,9,2
13,0,0,Bot 2,1,b,150,150,13312,150,0,0,0,0,0,0,0,0,0,0,12,2,9,2
13,0,1,Bot 1,2,b,300,150,26238,450,0,0,0,0,0,0,0,0,0,0,3,3,4,3
13,1,2,Bot 2,1,c,150,150,13162,600,0,0,0,0,0,0,0,0,0,0,5,4,7,4
13,1,3,Bot 2,1,r,300,150,12862,900,0,0,0,0,0,0,0,0,0,0,5,4,7,4
13,1,4,Bot 1,2,c,300,150,25938,1200,0,0,0,0,0,0,0,0,0,0,8,1,14,4
13,1,5,Bot 1,2,r,5731,150,20207,6931,0,0,0,0,0,0,0,0,0,0,8,1,14,4
