1,1,1,Bot 2,3,f,150,150,19850,450,0.5
2,1,2,Bot 1,1,c,150,150,19850,600,0.607142857143
2,1,3,Bot 1,1,r,1350.0,150,18500.0,1950.0,0.607142857143
2,1,3,Bot 2,3,f,1350.0,150,19550,1950.0,0.667857142857
3,1,2,Bot 2,3,c,150,150,19250,600,0.678571428571
3,1,3,Bot 2,3,r,900,150,18350,1500,0.678571428571
3,1,4,Bot 1,1,c,900,150,19250.0,2400,0.746428571429
3,2,4,Bot 1,1,k,0,150,19250.0,2400,0.498822605965
3,2,4,Bot 2,3,k,0,150,18350,2400,0.577430972389
3,3,4,Bot 1,1,k,0,150,19250.0,2400,0.498822605965
3,3,4,Bot 2,3,k,0,150,18350,2400,0.577430972389
3,4,4,Bot 1,1,k,0,150,19250.0,2400,0.577430972389
3,4,4,Bot 2,3,k,0,150,18350,2400,0.952460984394
4,1,2,Bot 1,1,c,150,150,18950.0,600,0.464285714286
4,1,3,Bot 1,1,r,750.0,150,18200.0,1350.0,0.464285714286
4,1,3,Bot 2,3,f,750.0,150,20450,1350.0,0.607142857143
5,1,2,Bot 2,3,c,150,150,20150,600,0.678571428571
5,1,3,Bot 2,3,r,900,150,19250,1500,0.678571428571
5,1,4,Bot 1,1,c,900,150,18350.0,2400,0.785714285714
5,2,4,Bot 1,1,k,0,150,18350.0,2400,0.577430972389
5,2,4,Bot 2,3,k,0,150,19250,2400,0.498822605965
5,3,4,Bot 1,1,k,0,150,18350.0,2400,0.577430972389
5,3,4,Bot 2,3,k,0,150,19250,2400,0.577430972389
5,4,5,Bot 1,1,b,18000.0,150,350.0,20400.0,0.952460984394
5,4,6,Bot 2,3,c,18000.0,150,1250.0,38400.0,0.952460984394
6,1,2,Bot 1,1,c,150,150,38450.0,600,0.25
6,1,3,Bot 1,1,r,300,150,38150.0,900,0.25
6,1,4,Bot 2,3,c,300,150,650.0,1200,0.892857142857
6,2,4,Bot 2,3,k,0,150,650.0,1200,0.577430972389
6,2,4,Bot 1,1,k,0,150,38150.0,1200,0.577430972389
6,3,4,Bot 2,3,k,0,150,650.0,1200,0.952460984394
6,3,4,Bot 1,1,k,0,150,38150.0,1200,0.577430972389
6,4,4,Bot 2,3,k,0,150,650.0,1200,0.952460984394
6,4,4,Bot 1,1,k,0,150,38150.0,1200,0.577430972389
7,1,2,Bot 2,3,c,150,150,1550.0,600,0.821428571429
7,1,3,Bot 2,3,r,900,150,650.0,1500,0.821428571429
7,1,3,Bot 1,1,f,900,150,37850.0,1500,0.571428571429
8,1,2,Bot 1,1,c,150,150,37550.0,600,0.5
8,1,3,Bot 1,1,r,300,150,37250.0,900,0.5
8,1,3,Bot 2,3,f,300,150,1850.0,900,0.392857142857
9,1,2,Bot 2,3,c,150,150,1550.0,600,0.510714285714
9,1,3,Bot 2,3,r,900,150,650.0,1500,0.510714285714
9,1,4,Bot 1,1,c,900,150,36950.0,2400,0.942857142857
9,1,5,Bot 1,1,r,650.0,150,36300.0,3050.0,0.942857142857
9,1,6,Bot 2,3,c,650.0,150,0.0,3700.0,0.510714285714
10,1,2,Bot 1,1,c,150,150,36000.0,600,0.667857142857
10,1,3,Bot 1,1,r,1350.0,150,34650.0,1950.0,0.667857142857
10,1,3,Bot 2,3,f,1350.0,150,3400.0,1950.0,0.5
11,1,1,Bot 2,3,f,150,150,3250.0,450,0.5
12,1,2,Bot 1,1,c,150,150,36450.0,600,0.571428571429
12,1,3,Bot 1,1,r,900.0,150,35550.0,1500.0,0.571428571429
12,1,3,Bot 2,3,f,900.0,150,2950.0,1500.0,0.642857142857
13,1,2,Bot 2,3,c,150,150,2650.0,600,1
13,1,3,Bot 2,3,r,625,150,2025.0,1225,1
13,1,4,Bot 1,1,c,625,150,36125.0,1850,0.746428571429
13,2,4,Bot 1,1,k,0,150,36125.0,1850,0.498822605965
13,2,4,Bot 2,3,k,0,150,2025.0,1850,0.577430972389
13,3,4,Bot 1,1,k,0,150,36125.0,1850,0.498822605965
13,3,4,Bot 2,3,k,0,150,2025.0,1850,0.577430972389
13,4,4,Bot 1,1,k,0,150,36125.0,1850,0.577430972389
13,4,4,Bot 2,3,k,0,150,2025.0,1850,0.577430972389
14,1,2,Bot 1,1,c,150,150,35825.0,600,0.428571428571
14,1,3,Bot 1,1,r,300,150,35525.0,900,0.428571428571
14,1,3,Bot 2,3,f,300,150,3575.0,900,0.321428571429
15,1,2,Bot 2,3,c,150,150,3275.0,600,0.535714285714
15,1,3,Bot 2,3,r,900,150,2375.0,1500,0.535714285714
15,1,3,Bot 1,1,f,900,150,36125.0,1500,0.321428571429
16,1,2,Bot 1,1,c,150,150,35825.0,600,0.667857142857
16,1,3,Bot 1,1,r,675,150,35150.0,1275,0.667857142857
16,1,3,Bot 2,3,f,675,150,3575.0,1275,0.678571428571
17,1,1,Bot 2,3,f,150,150,3425.0,450,0.214285714286
18,1,2,Bot 1,1,c,150,150,36275.0,600,0.25
18,1,3,Bot 1,1,r,450.0,150,35825.0,1050.0,0.25
18,1,4,Bot 2,3,c,450.0,150,2675.0,1500.0,0.75
18,2,4,Bot 2,3,k,0,150,2675.0,1500.0,0.498822605965
18,2,4,Bot 1,1,k,0,150,35825.0,1500.0,0.577430972389
18,3,4,Bot 2,3,k,0,150,2675.0,1500.0,0.498822605965
18,3,5,Bot 1,1,b,2675.0,150,33150.0,4175.0,0.952460984394
18,3,5,Bot 2,3,f,2675.0,150,2675.0,4175.0,0.498822605965
19,1,2,Bot 2,3,c,150,150,2375.0,600,0.607142857143
19,1,3,Bot 2,3,r,900,150,1475.0,1500,0.607142857143
19,1,4,Bot 1,1,c,900,150,36125.0,2400,0.75
19,2,4,Bot 1,1,k,0,150,36125.0,2400,0.577430972389
19,2,4,Bot 2,3,k,0,150,1475.0,2400,0.498822605965
19,3,4,Bot 1,1,k,0,150,36125.0,2400,0.577430972389
19,3,4,Bot 2,3,k,0,150,1475.0,2400,0.498822605965
19,4,4,Bot 1,1,k,0,150,36125.0,2400,0.577430972389
19,4,4,Bot 2,3,k,0,150,1475.0,2400,0.577430972389
20,1,2,Bot 1,1,c,150,150,38225.0,600,0.642857142857
20,1,3,Bot 1,1,r,675,150,37550.0,1275,0.642857142857
20,1,3,Bot 2,3,f,675,150,1175.0,1275,0.642857142857
21,1,2,Bot 2,3,c,200,200,775.0,800,0.571428571429
21,2,3,Bot 1,1,b,775.0,200,37650.0,1575.0,0.952460984394
21,2,3,Bot 2,3,f,775.0,200,775.0,1575.0,0.498822605965
22,1,2,Bot 1,1,c,200,200,38825.0,800,0.678571428571
22,1,3,Bot 1,1,r,375.0,200,38450.0,1175.0,0.678571428571
22,1,4,Bot 2,3,c,375.0,200,0.0,1550.0,0.571428571429
1,1,2,Bot 2,1,c,150,150,19700,600,0.357142857143
1,1,3,Bot 2,1,r,450.0,150,19250.0,1050.0,0.357142857143
1,1,4,Bot 1,2,c,450.0,150,19250.0,1500.0,0.589285714286
1,1,5,Bot 1,2,r,450.0,150,18800.0,1950.0,0.589285714286
1,1,6,Bot 2,1,c,450.0,150,18800.0,2400.0,0.357142857143
1,1,7,Bot 2,1,r,1500.0,150,17300.0,3900.0,0.357142857143
1,1,8,Bot 1,2,c,1500.0,150,17300.0,5400.0,0.589285714286
1,1,9,Bot 1,2,r,4800.0,150,12500.0,10200.0,0.589285714286
1,1,9,Bot 2,1,f,4800.0,150,17300.0,10200.0,0.357142857143
2,1,2,Bot 1,2,c,150,150,22400.0,600,0.714285714286
2,1,3,Bot 1,2,r,843.0,150,21557.0,1443.0,0.714285714286
