4,4,4,37000
4,5,2,1200
4,6,4,5400
4,7,1,5700
4,8,4,11400
4,9,2,12300
4,10,1,1575
4,11,1,450
4,12,2,1200
4,13,2,12750
4,14,2,13550
4,15,2,15150
4,16,2,15550
4,17,4,29500
4,18,4,21000
4,19,1,600
4,20,4,37600
5,1,1,2275
5,2,1,2625
5,3,4,21875
5,4,2,2400
5,5,1,1825
5,6,1,1200
5,7,1,1825
5,8,1,7675
5,9,2,3000
5,10,1,1275
5,11,2,17750
5,12,4,34300
5,13,1,2225
5,14,1,1950
5,15,1,6000
5,16,4,7850
5,17,3,2475
5,18,4,4950
5,19,4,9900
5,20,1,1700
5,21,4,9100
5,22,1,4350
5,23,4,20200
6,1,1,2225
6,2,1,450
6,3,1,1300
6,4,1,450
6,5,2,3600
6,6,1,1500
6,7,2,1200
6,8,1,450
6,9,2,20000
6,10,1,450
6,11,2,4200
6,12,1,1500
6,13,2,4200
6,14,1,1500
6,15,2,4200
6,16,1,18650
6,17,1,3400
6,18,1,450
6,19,2,12600
6,20,1,15175
6,21,1,2050
6,22,1,600
6,23,2,4800
6,24,1,600
6,25,1,2650
6,26,1,600
6,27,2,5600
6,28,1,8275
6,29,1,3025
6,30,1,2000
6,31,2,1600
6,32,1,16550
6,33,4,26700
6,34,1,8675
6,35,2,8400
6,36,1,3000
6,37,1,6000
6,38,1,900
6,39,2,2400
6,40,1,14600
6,41,1,3625
6,42,1,900
6,43,2,8400
6,44,1,3000
6,45,1,2600
6,46,1,3000
6,47,2,8400
6,48,1,13700
6,49,1,6125
6,50,1,3000
6,51,4,27400
8,1,1,20300
8,2,1,2850
8,3,1,3900
8,4,1,1500
8,5,3,1500
8,6,1,450
8,7,1,19625
8,8,1,450
8,9,1,20075
8,10,1,1500
8,11,2,20075
8,12,1,450
8,13,3,1200
8,14,1,450
8,15,1,1500
8,16,1,1500
8,17,1,450
8,18,1,1500
8,19,1,3100
8,20,1,600
8,21,1,600
8,22,1,600
8,23,1,5300
8,24,1,2000
8,25,1,1500
8,26,1,600
8,27,2,1600
8,28,1,600
8,29,1,1475
8,30,1,600
8,31,4,20325
8,32,1,2000
8,33,2,20325
8,34,1,600
8,35,1,7975
8,36,1,14175
8,37,2,1400
8,38,1,2000
8,39,4,34650
8,40,4,10700
9,1,2,1250
9,2,2,1250
9,3,2,1200
9,4,2,6225
9,5,4,19650
9,6,1,450
9,7,2,7450
9,8,1,1500
9,9,2,1050
9,10,2,19850
9,11,2,650
9,12,1,450
9,13,2,650
9,14,4,4325
9,15,2,1200
9,16,1,18350
9,17,2,1600
9,18,2,1650
9,19,3,9100
9,20,1,17750
9,21,4,800
9,22,2,6200
9,23,2,1400
9,24,2,2275
9,25,1,1300
9,26,2,5400
9,27,2,1400
9,28,1,2000
9,29,2,875
9,30,2,1550
9,31,4,24700
9,32,1,3650
9,33,2,2400
9,34,3,17100
9,35,4,17800
9,36,2,2300
9,37,2,2225
9,38,1,900
9,39,4,30300
9,40,4,4900
10,1,1,2825
10,2,1,450
10,3,1,19850
10,4,2,1100
10,5,2,1200
10,6,1,1500
10,7,2,4050
10,8,2,20150
10,9,2,3850
10,10,1,19850
10,11,1,19550
10,12,2,4050
10,13,2,20150
10,14,1,1500
10,15,2,2875
10,16,2,19325
10,17,2,4050
10,18,1,5450
10,19,1,600
10,20,2,1600
10,21,4,31400
10,22,1,9000
10,23,1,1875
10,24,2,6500
10,25,2,8600
10,26,1,9000
10,27,1,9800
10,28,1,2150
10,29,1,13075
10,30,4,8650
10,31,3,2025
10,32,1,2850
10,33,2,6200
10,34,4,1200
10,35,4,11200
11,1,1,1275
11,2,1,20000
11,3,4,40000
12,1,2,1200
12,2,2,2000
12,3,2,4050
12,4,4,1200
12,5,2,6125
12,6,1,1500
12,7,2,19050
12,8,1,450
12,9,2,9350
12,10,1,1900
12,11,2,6600
12,12,4,35400
12,13,2,1200
12,14,1,1500
12,15,2,2050
12,16,1,2000
12,17,3,6325
12,18,1,6725
12,19,2,7125
12,20,1,7525
12,21,2,4850
12,22,1,1475
12,23,2,8725
12,24,2,2500
12,25,2,2000
12,26,2,3575
12,27,2,5225
12,28,2,4500
12,29,2,875
12,30,1,600
12,31,2,4350
12,32,1,1575
12,33,3,5475
12,34,2,5000
12,35,2,2400
12,36,2,2225
12,37,2,13600
12,38,1,3000
12,39,2,14800
12,40,1,15400
12,41,4,16050
12,42,1,3175
12,43,2,17250
12,44,1,3000
12,45,2,2275
12,46,1,2300
12,47,4,38100
13,1,1,20300
13,2,1,4000
13,3,1,19175
13,4,2,3650
13,5,2,4875
13,6,1,20450
13,7,1,3275
13,8,2,5550
13,9,2,4875
13,10,2,6250
13,11,1,1350
13,12,1,9275
13,13,1,2000
13,14,3,25450
13,15,1,13025
13,16,1,5575
13,17,1,11925
13,18,1,6800
13,19,2,7575
13,20,2,5275
13,21,1,12925
13,22,2,12525
13,23,2,8700
13,24,2,13625
13,25,1,13225
13,26,2,12825
13,27,1,12425
13,28,1,12825
13,29,1,12200
13,30,2,8125
13,31,1,11050
13,32,2,10650
13,33,1,10450
13,34,1,2325
13,35,1,10450
13,36,2,13225
13,37,1,5875
13,38,1,6325
13,39,4,6050
14,1,1,1500
14,2,1,1500
14,3,1,1500
14,4,1,450
14,5,1,450
14,6,1,1500
14,7,1,1500
14,8,1,1500
14,9,1,1500
14,10,1,1500
14,11,1,1500
14,12,1,450
14,13,1,1500
14,14,1,450
14,15,1,450
14,16,1,450
14,17,1,1500
14,18,1,1500
14,19,1,1500
14,20,1,450
14,21,1,1500
14,22,1,2000
14,23,1,3800
14,24,1,2000
14,25,1,2000
14,26,1,2000
14,27,1,600
14,28,1,600
14,29,1,2000
14,30,1,3800
14,31,1,2000
14,32,1,2000
14,33,1,2000
14,34,1,2000
14,35,1,600
14,36,1,600
14,37,1,2000
14,38,1,2000
14,39,4,26050
14,40,1,2000
14,41,1,5700
14,42,1,900
14,43,1,3000
14,44,1,900
14,45,1,900
14,46,1,3000
14,47,1,900
14,48,1,900
14,49,1,900
14,50,1,900
14,51,1,3000
14,52,1,3000
14,53,1,3000
14,54,1,3000
14,55,1,900
14,56,1,900
14,57,1,3000
14,58,1,3000
14,59,1,3000
14,60,1,900
14,61,1,900
14,62,1,3000
14,63,1,1200
14,64,1,4000
14,65,1,1200
14,66,1,4000
14,67,1,4000
14,68,1,4000
14,69,4,6400
14,70,1,4000
14,71,1,4000
14,72,1,4000
14,73,1,4000
14,74,1,4000
14,75,1,4000
14,76,1,4000
14,77,1,1200
14,78,1,4000
14,79,1,1200
14,80,1,4000
14,81,1,1200
14,82,1,6000
14,83,1,6000
14,84,1,5600
14,85,1,1800
14,86,1,6000
14,87,1,6000
14,88,1,6000
14,89,1,6000
14,90,1,1800
14,91,1,10100
14,92,1,6000
14,93,1,6000
14,94,1,6000
14,95,1,6000
14,96,1,6000
14,97,1,1800
14,98,1,1800
14,99,1,1800
14,100,1,1800
14,101,1,6000
14,102,1,1800
14,103,4,16000
14,104,1,10000
14,105,1,3000
14,106,1,10000
14,107,1,10000
14,108,1,10000
14,109,1,7400
14,110,1,13200
14,111,1,3000
14,112,4,16000
14,113,1,10000
14,114,1,10000
14,115,1,3000
14,116,1,10000
14,117,1,10000
14,118,1,10000
14,119,1,3000
14,120,1,3000
14,121,1,15000
14,122,1,15000
14,123,1,4500
14,124,1,15000
14,125,1,4500
14,126,1,4500
14,127,1,4500
14,128,1,14100
14,129,1,4500
14,130,4,13200
14,131,1,4500
14,132,1,4500
14,133,4,6000
14,134,1,15000
14,135,4,6000
14,136,1,15000
14,137,4,6000
14,138,1,6000
14,139,4,8000
14,140,1,20000
14,141,4,8000
14,142,4,16000
15,1,1,21200
15,2,1,3875
15,3,1,450
15,4,1,1600
15,5,1,450
15,6,1,18200
15,7,1,1500
15,8,1,1275
15,9,1,1500
15,10,1,3900
15,11,4,37450
15,12,1,1275
15,13,1,450
15,14,1,2600
15,15,1,1500
15,16,2,1200
15,17,1,450
15,18,2,4200
15,19,1,600
15,20,1,2000
15,21,1,2000
15,22,1,1200
15,23,2,7800
15,24,1,4900
15,25,1,19150
15,26,2,875
15,27,1,2000
15,28,2,16350
15,29,1,17150
15,30,1,3800
15,31,1,2000
15,32,3,6425
15,33,2,8900
15,34,2,13950
15,35,1,3000
15,36,4,1200
15,37,1,3000
15,38,1,1800
15,39,1,16750
15,40,2,12550
15,41,1,900
15,42,1,11650
15,43,1,2475
15,44,1,900
15,45,1,3000
15,46,2,7200
15,47,1,3000
15,48,1,8000
15,49,1,900
15,50,1,1950
15,51,1,900
15,52,1,900
15,53,3,17375
15,54,1,1200
15,55,1,4000
15,56,1,13650
15,57,1,4000
15,58,1,13650
15,59,1,15250
15,60,1,3400
15,61,1,4000
15,62,2,5875
15,63,1,1200
15,64,2,7000
15,65,1,1200
15,66,2,6750
15,67,1,4000
15,68,3,8350
15,69,1,4000
15,70,1,8700
15,71,1,4500
15,72,1,5700
15,73,2,7500
15,74,1,3600
15,75,2,5100
15,76,2,2600
15,77,4,3000
15,78,4,6000
15,79,1,1800
15,80,3,6600
15,81,4,8400
15,82,1,1800
15,83,2,13800
15,84,2,7600
16,1,1,1050
16,2,2,1300
16,3,1,1350
16,4,2,1850
16,5,2,2500
16,6,1,2550
16,7,1,1275
16,8,2,2200
16,9,2,2500
16,10,2,2200
16,11,1,1275
16,12,4,600
16,13,1,1275
16,14,4,600
16,15,1,2150
16,16,4,800
16,17,1,1700
16,18,2,1750
16,19,2,4550
16,20,2,1650
16,21,1,1700
16,22,1,4725
16,23,1,1400
16,24,2,3200
16,25,3,6400
16,26,2,1750
16,27,2,3350
16,28,2,2975
16,29,2,4900
16,30,4,4300
16,31,2,5000
16,32,4,1200
16,33,1,2550
16,34,2,2600
16,35,2,7425
16,36,2,3200
16,37,4,3925
16,38,2,2175
16,39,4,1475
18,1,1,20300
18,2,4,600
18,3,1,2275
18,4,2,4050
18,5,2,1050
18,6,2,4400
18,7,2,1050
18,8,2,650
18,9,1,17900
18,10,2,17600
18,11,1,1275
18,12,2,17000
18,13,1,450
18,14,2,4875
18,15,1,1150
18,16,2,16250
18,17,1,1200
18,18,2,7500
18,19,1,2400
18,20,4,28100
18,21,2,5300
18,22,2,3725
18,23,3,14000
18,24,2,1400
18,25,1,14800
18,26,2,7250
18,27,4,13025
18,28,4,29550
19,1,1,1500
19,2,1,450
19,3,1,450
19,4,1,450
19,5,1,1500
19,6,1,1500
19,7,1,1500
19,8,1,1500
19,9,1,1500
19,10,1,1500
19,11,1,450
19,12,1,1500
19,13,1,1500
19,14,1,2850
19,15,1,450
19,16,1,1500
19,17,1,450
19,18,1,450
19,19,1,450
19,20,1,6625
19,21,1,450
19,22,1,1500
19,23,1,600
19,24,1,1775
19,25,1,2000
19,26,1,2000
19,27,1,2000
19,28,4,26200
19,29,1,600
19,30,1,3800
19,31,1,600
19,32,1,2000
19,33,1,2000
19,34,1,600
19,35,1,2000
19,36,1,3800
19,37,1,2000
19,38,1,2000
19,39,1,600
19,40,1,600
19,41,1,600
19,42,1,900
19,43,1,900
19,44,1,3000
19,45,4,1200
19,46,1,2175
19,47,1,3000
19,48,1,3000
19,49,1,3000
19,50,1,3000
19,51,1,3000
19,52,1,3000
19,53,1,3000
19,54,1,900
19,55,1,900
19,56,1,900
19,57,1,3000
19,58,1,3000
19,59,1,3000
19,60,1,3000
19,61,1,900
19,62,1,4000
19,63,1,4000
19,64,1,4000
19,65,1,4000
19,66,4,6400
19,67,1,1200
19,68,1,1200
19,69,1,4000
19,70,1,1200
19,71,1,1200
19,72,1,1200
19,73,1,4000
19,74,1,4000
19,75,4,6400
19,76,1,4000
19,77,1,1200
19,78,1,1200
19,79,1,1200
19,80,1,1200
19,81,4,2400
19,82,1,6000
19,83,4,2400
19,84,1,6000
19,85,4,2400
19,86,1,6000
19,87,4,2400
19,88,1,4000
19,89,1,1800
20,1,1,450
20,2,2,9975
20,3,4,39700
20,4,4,450
21,1,2,650
21,2,1,1500
21,3,1,3300
21,4,1,450
21,5,4,600
21,6,1,450
21,7,2,650
21,8,1,450
21,9,4,650
21,10,1,1500
21,11,4,650
21,12,1,1500
21,13,4,20150
21,14,1,1500
21,15,2,875
21,16,1,2000
21,17,1,1300
21,18,1,2000
21,19,4,800
21,20,1,2000
21,21,4,20800
21,22,1,2000
21,23,2,2700
21,24,1,600
21,25,2,4975
21,26,1,2000
21,27,2,875
21,28,1,600
21,29,4,800
21,30,1,3000
21,31,2,2225
21,32,1,4100
21,33,2,4000
21,34,1,3000
21,35,4,9375
21,36,1,3000
21,37,2,3800
21,38,1,3000
21,39,3,8775
21,40,1,3000
21,41,2,7700
21,42,1,3000
21,43,4,1200
21,44,1,3000
21,45,2,1750
21,46,1,4000
21,47,2,1750
21,48,1,4000
21,49,2,2975
21,50,1,4000
21,51,4,1600
21,52,1,4000
21,53,4,1600
21,54,1,6800
21,55,2,4050
21,56,1,4000
21,57,2,4050
21,58,1,1200
21,59,2,5400
21,60,1,6000
21,61,4,2400
21,62,1,6000
21,63,2,2600
21,64,1,6000
21,65,4,2400
21,66,1,5600
21,67,2,4500
21,68,4,3800
21,69,2,4400
21,70,1,1800
21,71,2,7000
21,72,1,5400
21,73,2,2600
21,74,1,5400
21,75,4,4000
22,1,1,950
22,2,2,4875
22,3,1,1150
22,4,1,1925
22,5,1,1150
22,6,1,3875
22,7,2,3650
22,8,2,4875
22,9,2,4450
22,10,2,21200
22,11,2,4450
22,12,2,5650
22,13,2,3650
22,14,1,18750
22,15,3,13400
22,16,2,6075
22,17,2,5275
22,18,2,6500
22,19,2,10150
22,20,2,6500
22,21,2,5550
22,22,4,29800
22,23,2,5875
22,24,1,3475
22,25,2,5275
22,26,1,4300
22,27,2,5950
22,28,2,5400
22,29,1,7500
22,30,2,16150
22,31,1,7850
22,32,1,5050
22,33,1,5650
22,34,4,4100
22,35,4,8200
22,36,1,3175
22,37,2,7700
22,38,1,2225
22,39,1,1900
22,40,2,3400
22,41,4,12000
22,42,2,7375
22,43,2,13800
22,44,2,8025
22,45,1,3050
22,46,2,20875
22,47,3,11775
22,48,1,3100
22,49,2,2475
22,50,4,1750
22,51,2,2550
22,52,2,1825
23,1,2,20300
23,2,1,1050
23,3,2,1200
23,4,1,19400
23,5,1,975
23,6,2,19450
23,7,2,1200
23,8,1,18750
23,9,2,7150
23,10,2,1200
23,11,2,1200
23,12,1,18750
23,13,2,18450
23,14,1,18150
23,15,2,1200
23,16,1,17550
23,17,2,17250
23,18,2,1650
23,19,2,1600
23,20,1,1475
23,21,2,2000
23,22,1,15425
23,23,2,15025
23,24,1,14625
23,25,2,14225
23,26,1,1900
23,27,2,13425
23,28,1,1900
23,29,2,1600
23,30,2,1750
23,31,2,5275
23,32,1,12750
23,33,2,12350
23,34,1,4375
23,35,1,1950
23,36,1,12350
23,37,2,11750
23,38,1,3175
23,39,2,10550
23,40,2,4825
23,41,2,11150
23,42,1,2575
23,43,2,2400
23,44,1,3875
23,45,2,8750
23,46,2,3275
23,47,2,8750
23,48,1,8150
23,49,2,2400
23,50,1,6950
23,51,2,6350
23,52,1,5750
23,53,2,5350
23,54,1,4550
23,55,2,3750
23,56,1,2950
23,57,2,2150
24,1,2,21000
24,2,1,4625
24,3,1,18550
24,4,1,1275
24,5,4,600
24,6,1,2275
24,7,2,18550
24,8,2,8300
24,9,2,4875
24,10,1,1275
24,11,2,2100
24,12,2,7900
24,13,2,5850
24,14,1,3450
24,15,1,17850
24,16,1,1200
24,17,3,1600
24,18,1,2975
24,19,2,6500
24,20,1,1700
24,21,1,3650
24,22,1,4000
24,23,2,20250
24,24,1,7600
24,25,4,800
24,26,4,1600
24,27,1,3675
24,28,2,20550
24,29,2,6500
24,30,2,12150
24,31,2,2400
24,32,3,4800
24,33,1,900
24,34,1,2400
24,35,4,31700
24,36,1,9500
24,37,1,5350
24,38,1,3900
24,39,1,5400
24,40,4,11650
24,41,1,12250
24,42,4,24500
25,1,2,20300
25,2,3,4325
25,3,2,19650
25,4,2,650
25,5,2,4950
25,6,2,19375
25,7,2,19025
25,8,1,18725
25,9,2,650
25,10,1,450
25,11,2,18875
25,12,2,650
25,13,2,18875
25,14,2,18625
25,15,2,18250
25,16,2,17900
25,17,2,17700
25,18,1,17300
25,19,2,7125
25,20,1,1575
25,21,4,7475
25,22,1,1575
25,23,2,4425
25,24,1,14825
25,25,1,3800
25,26,1,600
25,27,2,7950
25,28,1,1325
25,29,2,12925
25,30,2,875
25,31,2,12925
25,32,1,12525
25,33,2,12125
25,34,1,11925
25,35,2,11325
25,36,1,900
25,37,2,11025
25,38,2,10425
25,39,2,9825
25,40,1,9225
25,41,2,8625
25,42,2,2225
25,43,2,9425
25,44,1,7225
25,45,2,6625
25,46,2,6025
25,47,2,5425
25,48,2,4925
25,49,4,4175
25,50,1,1200
25,51,2,4075
25,52,1,1200
25,53,2,3675
25,54,3,3025
25,55,4,1750
25,56,1,2700
25,57,2,1925
26,1,1,450
26,2,3,20825
26,3,1,450
26,4,3,19925
26,5,1,19025
26,6,1,900
26,7,1,19025
26,8,1,19400
26,9,1,450
26,10,1,18200
26,11,1,450
26,12,2,11825
26,13,1,16850
26,14,1,1275
26,15,1,450
26,16,4,33400
29,1,1,20300
29,2,4,39400
29,3,4,1200
30,1,1,1050
30,2,2,6700
30,3,1,21300
30,4,2,5425
30,5,1,19375
30,6,1,17725
30,7,1,3700
30,8,1,1225
30,9,2,17725
30,10,2,4450
30,11,1,1275
30,12,1,14725
30,13,1,15025
30,14,1,13525
30,15,1,2225
30,16,1,12625
30,17,1,14000
30,18,1,600
30,19,4,20500
31,1,1,450
31,2,2,1500
31,3,2,20200
31,4,2,19800
31,5,2,1200
31,6,2,19250
31,7,1,1150
31,8,3,1200
31,9,1,2600
31,10,2,3350
31,11,1,1050
31,12,3,2275
31,13,1,1350
31,14,1,6200
31,15,1,450
31,16,2,4875
31,17,2,15850
31,18,2,2450
31,19,3,1475
31,20,1,1300
31,21,3,15200
31,22,1,15300
31,23,1,600
31,24,4,14100
31,25,1,5175
31,26,4,1900
31,27,2,1600
31,28,2,12425
31,29,1,600
31,30,2,12225
31,31,1,4075
31,32,4,850
31,33,4,1200
31,34,2,9750
31,35,2,2400
31,36,4,19300
31,37,2,3800
31,38,3,5475
31,39,2,3900
31,40,2,2600
31,41,2,9750
31,42,2,2100
31,43,2,1250
31,44,4,1200
31,45,1,6100
31,46,2,8350
31,47,1,1200
31,48,4,14300
31,49,1,5100
31,50,2,4000
31,51,1,13500
31,52,2,12700
31,53,1,1200
31,54,2,4900
31,55,3,3200
31,56,2,10650
31,57,1,4000
31,58,2,3200
31,59,1,5200
31,60,4,1600
31,61,2,8700
31,62,2,6000
31,63,1,6100
31,64,2,4900
31,65,2,3900
32,1,1,1150
32,2,2,4050
32,3,1,1150
32,4,2,4050
32,5,2,6150
32,6,2,6600
32,7,2,2850
32,8,2,4875
32,9,2,2850
32,10,2,4050
32,11,2,5750
32,12,4,35600
32,13,1,1150
32,14,2,3100
32,15,1,1150
32,16,2,3450
32,17,2,2700
32,18,2,4000
32,19,1,1500
32,20,2,4450
32,21,2,3275
32,22,2,4925
32,23,2,5150
32,24,2,5375
32,25,1,1500
32,26,2,8475
32,27,2,5300
32,28,2,8800
32,29,1,1525
32,30,2,5400
32,31,2,3725
32,32,2,6500
32,33,1,2250
32,34,2,7000
32,35,2,5100
32,36,2,7575
32,37,1,2250
32,38,2,8125
32,39,2,8125
32,40,2,8125
32,41,1,2300
32,42,2,9750
32,43,1,2250
32,44,2,8125
32,45,2,5625
32,46,2,9750
32,47,2,9750
32,48,2,9750
32,49,2,6625
32,50,2,10825
32,51,2,9025
32,52,2,13000
32,53,4,29050
32,54,3,17525
32,55,1,3200
32,56,2,4075
32,57,2,3975
32,58,2,4350
32,59,2,5425
32,60,2,6525
32,61,2,5950
32,62,1,5200
32,63,1,3075
32,64,2,7525
32,65,2,6400
32,66,1,3900
32,67,2,7500
32,68,2,9100
32,69,2,10700
32,70,2,10300
32,71,1,4800
32,72,2,13600
32,73,2,14300
32,74,2,14900
32,75,1,4600
32,76,2,15400
32,77,1,4500
32,78,2,13000
32,79,1,4500
32,80,2,10600
32,81,2,9500
32,82,2,8900
32,83,2,7300
32,84,4,5000
32,85,4,10000
32,86,2,12000
32,87,1,7500
32,88,2,8000
32,89,2,6400
34,1,1,1700
34,2,1,975
34,3,4,40000
35,1,4,600
35,2,1,1500
35,3,4,600
35,4,1,1500
35,5,2,2650
35,6,1,450
35,7,4,600
35,8,1,1500
35,9,2,2000
35,10,1,1500
35,11,1,3300
35,12,1,450
35,13,3,8675
35,14,1,1500
35,15,4,800
35,16,1,2000
35,17,2,5600
35,18,1,600
35,19,4,850
35,20,1,2000
35,21,2,2500
35,22,1,2000
35,23,1,4400
35,24,1,600
35,25,2,5100
35,26,1,2000
35,27,4,14400
35,28,1,2000
35,29,4,21400
35,30,1,3000
35,31,4,1200
35,32,1,3000
35,33,4,1300
35,34,1,900
35,35,2,10025
35,36,1,3000
35,37,2,3800
35,38,1,3000
35,39,2,9800
35,40,1,3000
35,41,4,1300
35,42,1,4000
35,43,2,5000
35,44,1,4000
35,45,2,9600
35,46,1,4000
35,47,2,5000
35,48,1,1200
35,49,2,5400
35,50,1,3825
35,51,2,5400
35,52,1,4000
35,53,4,1600
35,54,1,1200
35,55,4,1600
35,56,1,4000
35,57,4,6400
35,58,1,6000
35,59,4,10300
35,60,1,6000
35,61,2,2600
35,62,1,1800
35,63,4,2400
35,64,1,6000
35,65,4,2400
35,66,1,1800
35,67,3,11100
35,68,1,6000
35,69,2,7300
35,70,1,6000
35,71,2,13600
35,72,1,3000
35,73,4,4000
35,74,1,3000
35,75,4,4000
35,76,1,10000
35,77,4,4000
35,78,1,3000
35,79,1,12200
35,80,1,3000
35,81,4,10800
35,82,1,10000
35,83,2,12000
35,84,1,3000
35,85,4,6000
35,86,1,4500
35,87,4,6400
35,88,4,7000
36,1,2,23750
36,2,2,20000
36,3,1,3575
36,4,4,23300
36,5,2,8575
36,6,1,450
36,7,1,17675
36,8,1,17975
36,9,2,18275
36,10,2,22850
36,11,3,13925
36,12,1,450
36,13,2,4050
36,14,1,450
36,15,2,15450
36,16,2,6400
36,17,1,11775
36,18,1,1500
36,19,3,14150
36,20,1,600
36,21,1,4800
36,22,1,600
36,23,1,4475
36,24,3,3650
36,25,3,1425
37,1,1,8325
37,2,4,19325
37,3,1,1275
37,4,1,450
37,5,1,3600
37,6,1,450
37,7,1,3000
37,8,1,450
37,9,1,3000
37,10,4,2400
37,11,1,1275
37,12,3,18425
37,13,1,3000
37,14,1,450
37,15,1,18275
37,16,1,1500
37,17,1,1700
37,18,1,2000
37,19,1,1700
37,20,1,600
37,21,1,3050
37,22,1,600
37,23,1,1200
37,24,1,2000
37,25,1,1700
37,26,1,2575
37,27,1,4000
37,28,4,3200
37,29,1,1700
37,30,1,2000
37,31,1,2000
37,32,4,22400
37,33,1,1700
37,34,4,4800
37,35,1,7200
37,36,1,3000
37,37,1,1800
37,38,1,900
37,39,1,2100
37,40,1,900
37,41,1,2550
37,42,1,3000
37,43,1,8675
37,44,1,900
37,45,1,6875
37,46,4,7750
38,1,2,20300
38,2,1,9125
38,3,2,3600
38,4,1,450
38,5,1,2150
38,6,1,7875
38,7,2,3600
38,8,1,450
38,9,1,2600
38,10,1,1500
38,11,1,2600
38,12,1,1500
38,13,1,1825
38,14,1,450
38,15,1,1800
38,16,1,1500
38,17,1,1300
38,18,1,450
38,19,2,4200
38,20,1,2000
38,21,1,1875
38,22,1,600
38,23,2,4800
38,24,4,38000
38,25,4,4000
41,1,1,1500
41,2,2,650
41,3,3,1200
41,4,2,4050
41,5,2,1200
41,6,2,19400
41,7,1,2825
41,8,2,8325
41,9,2,1150
41,10,2,4050
41,11,2,6600
41,12,4,10400
41,13,3,1050
41,14,2,18225
41,15,1,1675
41,16,2,1600
41,17,1,2000
41,18,2,2000
41,19,1,1550
41,20,4,800
41,21,1,600
41,22,2,875
41,23,1,2000
41,24,3,1600
41,25,1,1600
41,26,3,15525
41,27,2,5400
41,28,2,14725
41,29,1,1600
41,30,2,5400
41,31,2,1625
41,32,2,1250
41,33,1,1950
41,34,1,3900
41,35,1,3000
41,36,2,1300
41,37,2,2400
41,38,2,10975
41,39,2,9750
41,40,2,2500
41,41,4,17050
41,42,4,34100
41,43,2,6500
41,44,2,4550
41,45,1,2400
41,46,2,4000
41,47,3,9300
41,48,2,10100
41,49,1,10900
41,50,2,11700
41,51,1,2800
41,52,2,13300
41,53,1,3050
41,54,2,7725
41,55,1,1200
41,56,2,9400
41,57,2,1750
41,58,4,1600
41,59,2,3300
41,60,1,9450
41,61,2,6850
41,62,2,4800
41,63,1,6000
41,64,2,5200
41,65,2,7600
41,66,3,4800
41,67,2,7600
41,68,2,14600
41,69,2,4800
41,70,2,4800
41,71,1,11000
41,72,2,4600
41,73,1,11000
41,74,2,4800
41,75,1,8600
41,76,2,7600
41,77,1,1800
41,78,2,7400
41,79,2,5400
42,1,1,1500
42,2,3,10325
42,3,1,1500
42,4,2,2000
42,5,1,1500
42,6,2,3775
42,7,1,1500
42,8,2,650
42,9,1,450
42,10,4,600
42,11,1,450
42,12,2,1975
42,13,1,450
42,14,2,2000
42,15,1,450
42,16,4,18650
42,17,1,2000
42,18,4,800
